Name on IMDb,Birth Name 
Albert Rémy, Not Found
Guy Decomble, Not Found
Henri Decaë, Not Found
Georges Flamant,Georges François
Patrick Auffay, Not Found
Robert Beauvais, Not Found
Yvonne Claudie, Not Found
Pierre Repp,Pierre Bouclet
Marie-Josèphe Yoyotte, Not Found
Georges Charlot, Not Found
Julie Christie,Julie Frances Christie
Izô Hashimoto, Not Found
Nozomu Sasaki, Not Found
Mami Koyama, Not Found
Tesshô Genda,Yokoi Mitsuo
Hiroshi Ôtake, Not Found
Kôichi Kitamura, Not Found
Yuriko Fuchizaki, Not Found
Masaaki Ôkura, Not Found
Takeshi Kusao, Not Found
Kazuhiro Kamifuji, Not Found
Tatsuhiko Nakamura, Not Found
Fukue Itô, Not Found
Haruyo Kanesaku, Not Found
Shunzo Kato, Not Found
Yutaka Maseba, Not Found
Hiroe Tsukamoto, Not Found
Shôji Yamashiro,Tsutomu Ôhashi
Katsuji Misawa, Not Found
Takeshi Seyama, Not Found
Kazuo Ebisawa, Not Found
Yuji Ikehata, Not Found
Koji Ono, Not Found
Keiji Muraki, Not Found
Hiruhiko Ono, Not Found
Ted Elliott, Not Found
Terry Rossio, Not Found
Jack Davenport, Not Found
Lee Arenberg, Not Found
Mackenzie Crook,Paul Mackenzie Crook
Damian O'Hare, Not Found
Giles New, Not Found
Angus Barnett, Not Found
David Bailie, Not Found
Michael Berry Jr.,Michael Joseph John Berry Jr.
Isaac C. Singleton Jr.,Isaac Charles Singleton Jr.
Ronna Kress, Not Found
Craig Wood, Not Found
Walter Hill,Walter Wesley Hill Jr.
Roger Spottiswoode, Not Found
Larry Gross, Not Found
Steven E. de Souza, Not Found
Ric Waite,Richard Waite
James Horner,James Roy Horner
Judith Holstra, Not Found
Freeman A. Davies, Not Found
Mark Warner, Not Found
Annette O'Toole,Annette Toole
Frank McRae, Not Found
James Remar,William James Remar
David Patrick Kelly, Not Found
James Keane, Not Found
Tara King, Not Found
Margot Rose, Not Found
Denise Crosby,Denise Michelle Crosby
Robert Wise,Robert Earl Wise
Gene Roddenberry,Eugene Wesley Roddenberry
Alan Dean Foster, Not Found
Harold Livingston,Harold Antill Livingston
William Shatner, Not Found
Leonard Nimoy,Leonard Simon Nimoy
DeForest Kelley,Jackson DeForest Kelley
James Doohan,James Montgomery Doohan
George Takei,George Hosato Takei
Nichelle Nichols,Grace Nichols
Walter Koenig,Walter Marvin Koenig
Majel Barrett,Majel Leigh Hudec
Stephen Collins,Stephen Weaver Collins
Persis Khambatta, Not Found
Eugen Schüfftan, Not Found
Grace Lee Whitney,Mary Ann Chase
Jerry Goldsmith,Jerrald King Goldsmith
Alexander Courage,Alexander Mair Courage Jr.
Richard H. Kline,Richard Howard Kline
Leon Harris, Not Found
Harold Michelson, Not Found
Todd C. Ramsay, Not Found
Marvin Paige, Not Found
Sofia Coppola,Sofia Carmina Coppola
Giovanni Ribisi,Antonino Giovanni Ribisi
Francis Ford Coppola, Not Found
Ross Katz, Not Found
Nicholas Meyer, Not Found
Harve Bennett,Harve Bennett Fischman
Ricardo Montalban,Ricardo Gonzalo Pedro Montalbán y Merino
Gayne Rescher,Jay Gayne Rescher
Robert Fletcher,Robert Fletcher Wyckoff
Joseph R. Jennings, Not Found
Dylan Tichenor, Not Found
Heath Ledger,Heath Andrew Ledger
Randy Quaid,Randall Rudy Quaid
Michelle Williams,Michelle Ingrid Williams
Anne Hathaway,Anne Jacqueline Hathaway
Larry Reese, Not Found
Paul Winfield,Paul Edward Winfield
Robin Curtis, Not Found
Mark Lenard,Leonard Rosenson
Michael Elphick,Michael John Elphick
Charles Correll,Charles James Correll Jr.
Robert F. Shugrue,Robert Francis Shugrue
Jamie Sives, Not Found
Julia Davis, Not Found
Til Schweiger,Tilman Valentin Schweiger
Alexander Berner, Not Found
Hark Bohm, Not Found
Steven Soderbergh,Steven Andrew Soderbergh
George Clayton Johnson, Not Found
Ted Griffin, Not Found
Jack Golden Russell, Not Found
Jerry Weintraub,Jerome Charles Weintraub
David Holmes, Not Found
Philip Messina,Philip Joseph Messina
Stephen Mirrione,Stephen Antone Mirrione
Matt Damon,Matthew Paige Damon
Casey Affleck,Caleb Casey McGuire Affleck-Boldt
Scott Caan,Scott Andrew Caan
Carl Reiner, Not Found
Don Cheadle,Donald Frank Cheadle
Bernie Mac,Bernard Jeffrey McCullough
Eddie Jemison, Not Found
Denise Di Novi, Not Found
Shaobo Qin, Not Found
Caroline Thompson, Not Found
Dianne Wiest, Not Found
Alan Arkin,Alan Wolf Arkin
Anthony Michael Hall,Michael Anthony Thomas Charles Hall
Vincent Price,Vincent Leonard Price Jr.
Scott L. Schwartz, Not Found
Kathy Baker,Katherine Whitton Baker
Robert Oliveri,Robert Dane Oliveri
Conchata Ferrell,Conchata Galen Ferrell
Caroline Aaron,Caroline Sidney Abady
Dick Anthony Williams,Richard Anthony Williams
O-Lan Jones,O-Lan Barna
Susan Blommaert, Not Found
Linda Perri, Not Found
John Davidson,John Hamilton Davidson
Biff Yeager, Not Found
Colleen Halsey, Not Found
Richard Halsey, Not Found
Stefan Czapsky, Not Found
Winona Ryder,Winona Laura Horowitz
Robbie Coltrane,Anthony Robert McMillan
Jeroen Krabbé,Jeroen Aart Krabbé
Eddie Izzard,Edward John Izzard
Blake Edwards,William Blake Crump
Martin Jurow, Not Found
Richard Shepherd,Richard Allen Silberman
Truman Capote,Truman Streckfus Persons
George Axelrod, Not Found
Audrey Hepburn,Audrey Kathleen Ruston
George Peppard,George William Peppard Jr.
Patricia Neal,Patricia Louise Neal
Buddy Ebsen,Christian Rudolph Ebsen Jr.
Martin Balsam,Martin Henry Balsam
Mickey Rooney,Joseph Yule Jr.
Henry Mancini,Enrico Nicola Mancini
Philip H. Lathrop, Not Found
Franz Planer,Frantisek Plánicka
Howard A. Smith, Not Found
José Luis de Vilallonga,José Luis de Vilallonga y Cabeza de Vaca
John McGiver,John Irwin McGiver
Alan Reed,Herbert Theodore Bergman
Dorothy Whitney,Dorothy Myrtle Whitney
Beverly Powers,Beverly Jean Montgomery
Stanley Adams, Not Found
Claude Stroud, Not Found
Elvia Allman,Elvia Beatrice Allman
Orangey, Not Found
Elisabeth Shue,Elisabeth Judson Shue
Jeffrey Weissman, Not Found
Casey Siemaszko,Kazimierz Andrew Siemaszko
Billy Zane,William George Zane Jr.
Darlene Vogel,Darlene K. Vogel
Sophie Marceau,Sophie Danièle Sylvie Maupu
Claude Brasseur,Claude Espinasse
Brigitte Fossey, Not Found
Alexandre Sterling, Not Found
Claude Pinoteau, Not Found
Alain Poiré, Not Found
Danièle Thompson, Not Found
Edmond Séchan, Not Found
Vladimir Cosma, Not Found
Jacques Bufnoir, Not Found
Bertrand de la Fontaine, Not Found
Françoise Menidrey, Not Found
Denise Grey,Jeanne Marie Laurentine Edouardine Verthuy
Sheila O'Connor, Not Found
Dominique Lavanant, Not Found
Bernard Giraudeau, Not Found
Jean-Michel Dupuis, Not Found
Jacques Ardouin, Not Found
Evelyne Bellego, Not Found
Richard Bohringer, Not Found
Kevin Spacey,Kevin Spacey Fowler
Alfre Woodard, Not Found
Ajay Naidu, Not Found
Vincent Laresca, Not Found
Kimberly Scott,Kimberly Aileen Scott
Brian Howe, Not Found
Lloyd Levin, Not Found
Edward Shearmur, Not Found
Lewis Milestone,Lev Milstein
Erich Maria Remarque,Erich Paul Remark
Del Andrews,Udell Sylvester Andrews
George Abbott,George Francis Abbott
Arthur Edeson, Not Found
Edgar Adams,Edgar Dohrne Adams
Lew Ayres,Lewis Frederick Ayer III
Arnold Lucy,Walter George Campbell
John Wray,John Griffith Malloy
Louis Wolheim, Not Found
Ben Alexander,Nicholas Benton Alexander III
Scott Kolk,Walter Scott Kolk
Owen Davis Jr.,Owen Gould Davis Jr.
Walter Rogers,Walter Browne Rogers
William Bakewell, Not Found
Slim Summerville,George Joseph Somerville
Beryl Mercer, Not Found
Steve Meerson, Not Found
Peter Krikes, Not Found
Jane Wyatt,Jane Waddington Wyatt
Catherine Hicks,Catherine Mary Hicks
Joe Aubel, Not Found
Nilo Rodis-Jamero, Not Found
Peter Landsdown Smith, Not Found
Amanda Mackey, Not Found
Jack T. Collis, Not Found
Peter E. Berger,Peter Edward Berger
Danny Boyle,Daniel Boyle
Andrew Macdonald, Not Found
Alex Garland, Not Found
Cillian Murphy, Not Found
Naomie Harris,Naomie Melanie Harris
Brendan Gleeson, Not Found
Christopher Eccleston, Not Found
Stephen Hopkins, Not Found
John Davis, Not Found
Peter Levy, Not Found
Ferne Cassel, Not Found
Danny Glover,Danny Lebern Glover
Gary Busey,William Gary Busey
Noah Huntley,Noah Cornelius Marmaduke Huntley
Maria Conchita Alonso,María Concepción Alonso Bustillo
Bill Paxton,William Archibald Paxton
Emma Hitching, Not Found
Alexander Delamere, Not Found
Kim McGarrity, Not Found
Adam Baldwin, Not Found
Bindu De Stoppani, Not Found
Kent McCord,Kent Franklin McWhirter
Jukka Hiltunen, Not Found
Morton Downey Jr.,Sean Morton Downey Jr.
David Schneider, Not Found
Toby Sedgwick, Not Found
Calvin Lockhart,Bert Cooper
Corey Rand,Juan Jorge Ceballos
Chris Gill, Not Found
Mark Tildesley, Not Found
Lilyan Chauvin,Lilyan Zemoz
Gail Stevens, Not Found
Michael Mark Edmondson, Not Found
David Loughery, Not Found
David Warner,David Hattersley Warner
Andrew Laszlo,András Laszlo
David Broekman, Not Found
Richard Fleischer, Not Found
Jules Verne,Jules Gabriel Verne
Earl Felton, Not Found
Kirk Douglas,Issur Danielovitch
James Mason,James Neville Mason
Paul Lukas,Pál Lukács
Peter Lorre,László Löwenstein
Ralph Winter, Not Found
Robert J. Wilke,Robert Joseph Wilke
Ted de Corsia,Edward Gildea De Corsia
Carleton Young,Carleton Scott Young
J.M. Kerrigan,Joseph M. Kerrigan
Lawrence Konner, Not Found
Percy Helton,Percy Alfred Helton
Ted Cooper,William Harold Thompson
Mark Rosenthal, Not Found
Walt Disney,Walter Elias Disney
Paul J. Smith, Not Found
Elmo Williams,James Elmo Williams
Kim Cattrall,Kim Victoria Cattrall
Harper Goff,Ralph Goff
Brock Peters,George Fisher
C.O. Slyfield, Not Found
G.R. Danner, Not Found
Kurtwood Smith,Kurtwood Larson Smith
Robert O. Cook,Robert Oscar Cook
Mickey S. Michaels,Michael Simpson Michaels
William Hoy, Not Found
Iman,Iman Abdulmajid
David Manners,Rauff de Ryther Duan Acklom
Herbert Bunston, Not Found
James Wan, Not Found
Leigh Whannell, Not Found
Cary Elwes,Ivan Simon Cary Elwes
Makenzie Vega,Makenzie Jade Vega
Ned Bellamy, Not Found
Tobin Bell,Joseph H. Tobin Jr.
Mark Burg, Not Found
Oren Koules, Not Found
Charlie Clouser, Not Found
Kevin Greutert,Kevin Henry Greutert
Alan Ball,Alan E. Ball
Scott Bakula,Scott Stewart Bakula
Thora Birch, Not Found
Louis Bromfield,Louis Brumfield
Robin Williams,Robin McLaurin Williams
Robert Garland, Not Found
Marilyn Goldin, Not Found
Carlo Varini, Not Found
Debra Hill, Not Found
Richard LaGravenese, Not Found
Rosanna Arquette,Rosanna Lisa Arquette
Sergio Castellitto, Not Found
Mercedes Ruehl,Mercedes J. Ruehl
Jean Bouise, Not Found
Michael Jeter, Not Found
Marc Duret, Not Found
Griffin Dunne,Thomas Griffin Dunne
Andréas Voutsinas, Not Found
Valentina Vargas, Not Found
Kimberly Beck, Not Found
Bruce Guerre-Berthelot, Not Found
Tommy Lee Jones, Not Found
Lloyd Bridges,Lloyd Vernet Bridges Jr.
Forest Whitaker,Forest Steven Whitaker
Suzy Amis,Susan Elizabeth Amis
Gregory Forstner, Not Found
Claude Besson, Not Found
Pen Densham, Not Found
Olivier Mauffroy, Not Found
Richard Barton Lewis, Not Found
John Watson, Not Found
Nathalie Cheron, Not Found
Pierre Befve, Not Found
Lambert Wilson, Not Found
Alexandra Gonin, Not Found
Max von Sydow,Max Carl Adolf von Sydow
Steve Harris, Not Found
Neal McDonough, Not Found
Lois Smith,Lois Arlene Humbert
Jan de Bont, Not Found
Bonnie Curtis, Not Found
Gerald R. Molen,Gerald Robert Molen
Walter F. Parkes,Walter Steven Fishman
Denise Chamian, Not Found
Gary Rydstrom,Gary Roger Rydstrom
Tony Curran, Not Found
Leland Orser,Leland Jones Orser
Beau Bridges,Lloyd Vernet Bridges III
Fred Savage,Fredrick Aaron Savage
Christian Slater,Christian Michael Leonard Slater
Sydney Pollack,Sydney Irwin Pollack
Nicole Kidman,Nicole Mary Kidman
Sean Penn,Sean Justin Penn
Catherine Keener,Catherine Ann Keener
Pam Grier,Pamela Suzette Grier
Samuel L. Jackson,Samuel Leroy Jackson
Bridget Fonda,Bridget Jane Fonda
Michael Bowen,Michael Alexander Bowen
Elmore Leonard,Elmore John Leonard Jr.
Tim Bevan,Timothy John Bevan
Eric Fellner, Not Found
Anthony Minghella, Not Found
Darius Khondji, Not Found
William Steinkamp, Not Found
Ellen Lewis, Not Found
Jon Hutman, Not Found
Jesper Christensen, Not Found
Earl Cameron, Not Found
George Harris, Not Found
Clyde Kusatsu, Not Found
Maz Jobrani,Maziyar Jobrani
Terry Serpico,Terrance M. Serpico
Stuart McQuarrie, Not Found
Steven Zaillian,Steven Ernest Bernard Zaillian
Anthony Burgess,John Anthony Burgess Wilson
Patrick Magee,Patrick George McGee
Adrienne Corri,Adrienne Riccoboni
Michael Bates,Michael Hammond Bates
Warren Clarke,Alan James Clarke
James Marcus,Brian T. James
Michael Tarn, Not Found
Carl Duering,Gerhard Fuchs
Paul Farrell,Thomas Paul Farrell
Miriam Karlin,Miriam Samuels
Sheila Raynor, Not Found
Loyd Catlett, Not Found
Aubrey Morris,Aubrey Steinberg
Godfrey Quigley,Godfrey John Quigley
Clive Francis,Clive Francis Thompson
Ben Kingsley,Krishna Bhanji
Stanley Tucci, Not Found
Wendy Carlos,Walter Carlos
Rachel Elkind, Not Found
John Alcott, Not Found
Bill Butler,Wilmer C. Butler
James Liggat, Not Found
John Barry,John Barry Prendergast
Richard Connaught, Not Found
Paul McGuigan, Not Found
Pauline Taylor,Pauline Margaret Taylor
Frank Miller,Frank O'Neill Miller
Robert Rodriguez,Robert Anthony Rodriguez
Mickey Rourke,Philip Andre Rourke Jr.
Clive Owen, Not Found
Josh Hartnett,Joshua Daniel Hartnett
Wim Wenders,Ernst Wilhelm Wenders
Anatole Dauman, Not Found
Peter Handke, Not Found
Richard Reitinger, Not Found
Henri Alekan,Henri Albert Alakan
Jürgen Knieper, Not Found
Peter Przygodda, Not Found
Bruno Ganz, Not Found
Otto Sander, Not Found
Solveig Dommartin, Not Found
Curt Bois, Not Found
Peter Falk,Peter Michael Falk
Hans Martin Stier, Not Found
Beatrice Manowski, Not Found
Elmar Wilms, Not Found
Heidi Lüdi, Not Found
Maria de Medeiros,Maria de Medeiros Esteves Victorino D'Almeida
Julian Richings, Not Found
Heidi Levitt, Not Found
Günther Maria Halmer, Not Found
Bernd Tauber, Not Found
Helene Weigel, Not Found
Jean-Jacques Annaud, Not Found
Umberto Eco, Not Found
Andrew Birkin,Andrew Timothy Birkin
Gérard Brach, Not Found
Howard Franklin, Not Found
Alain Godard, Not Found
Jake Eberts,John David Eberts
Thomas Schühly, Not Found
Tonino Delli Colli,Antonio Delli Colli
Jane Seitz,Juliane Sperr
Frank Jahn, Not Found
Dante Ferretti, Not Found
Helmut Qualtinger, Not Found
Elya Baskin,Elya Zalmanovich Baskin
Michael Lonsdale,Michael Edward Lonsdale-Crouch
Volker Prechtel, Not Found
Feodor Chaliapin Jr., Not Found
Ron Perlman,Ronald Francis Perlman
Lucien Bodard, Not Found
Dwight Weist, Not Found
Lars Bodin-Jorgensen, Not Found
Urs Althaus, Not Found
Michael Habeck, Not Found
Franco Cristaldi, Not Found
Alexandre Mnouchkine, Not Found
David Carson, Not Found
Bernard Williams,Bernard Telvin Williams
Patrick Stewart,Patrick Stewart
Michael Dorn,Michiel Dorn
Gates McFadden,Cheryl Gates McFadden
Alan Ruck,Alan Douglas Ruck
Whoopi Goldberg,Caryn Elaine Johnson
Sandy Veneziano, Not Found
Junie Lowry-Johnson,June Lowry
Ron Surma, Not Found
Rufus,Jacques Narcy
Clotilde Mollet, Not Found
Ernst Lubitsch, Not Found
Aladar Laszlo, Not Found
Grover Jones, Not Found
Samson Raphaelson,Sampson Miles Raphaelson
Miriam Hopkins,Ellen Miriam Hopkins
Kay Francis,Katherine Edwina Gibbs
Herbert Marshall,Herbert Brough Falcon Marshall
Charles Ruggles,Charles Sherman Ruggles
Edward Everett Horton,Edward Everett Horton Jr.
Louis D. Lighton,Louis Duryea Lighton
Bill Nighy,William Francis Nighy
Mike Stenson, Not Found
Chad Oman,Charles Wilton Oman Jr.
Peter Kohn, Not Found
Pat Sandston, Not Found
Kevin McNally,Kevin Robert McNally
Lauren Maher,Lauren Robinson Maher
Alex Norton,Alexander Hugh Norton
Vanessa Branch,Vanessa Lynn Branch
Mary Steenburgen,Mary Nell Steenburgen
Matt Clark, Not Found
Freddie, Not Found
Mel Gibson,Mel Columcille Gerard Gibson
Patrick McGoohan,Patrick Joseph McGoohan
James Cosmo,James Ronald Gordon Copeland
Tommy Flanagan, Not Found
Ian Bannen, Not Found
David O'Hara, Not Found
Patsy Pollock, Not Found
Thomas E. Sanders, Not Found
Edwin Justus Mayer, Not Found
Carole Lombard,Jane Alice Peters
Robert Stack,Robert Langford Modini Stack
Felix Bressart, Not Found
Lionel Atwill,Lionel Alfred William Atwill
Stanley Ridges,Stanley Charles Ridges
Sig Ruman,Siegfried Carl Alban Rumann
Melchior Lengyel,Lebovics Menyhért
Werner R. Heymann,Werner Richard Heymann
Tom Dugan, Not Found
Charles Halton, Not Found
Maude Eburne, Not Found
Marty Hornstein,Martin Hornstein
James Cromwell,James Oliver Cromwell
Matthew F. Leonetti,Matthew Frank Leonetti
John W. Wheeler, Not Found
Anthony Zerbe,Anthony Jared Zerbe
Gregg Henry,Gregg Lee Henry
Sanja Milkovic Hays, Not Found
Ludwig van Beethoven, Not Found
Stuart Baird, Not Found
Donald B. Woodruff, Not Found
Bob Ringwood, Not Found
Cathy Sandrich Gelfond,Cathy Lisa Sandrich
Vivica A. Fox,Vivica Anjanetta Fox
Michael Parks,Harry Samuel Parks
Julie Dreyfus, Not Found
Lawrence Bender,Lawrence Kirk Bender
Cindy Morgan,Cynthia Ann Cichorski
Barnard Hughes,Barnard Aloysius Kiernan Hughes
Dan Shor, Not Found
Marcia Lucas,Marcia Lou Griffin
Mardik Martin, Not Found
David Proval,David Aaron Proval 
Amy Robinson, Not Found
Richard Romanus,Richard Joseph Romanos
Cesare Danova,Cesare Deitinger
Henri-Georges Clouzot,Henri Georges Léon Clouzot
Georges Arnaud,Henri Georges Charles Achille Girard
Victor Argo,Victor Jiménez
Jérôme Géronimi, Not Found
George Memmoli, Not Found
Lenny Scaletta,Leonard J. Scaletta
Yves Montand,Ivo Livi
Charles Vanel,Charles-Marie Vanel
Peter van Eyck,Götz von Eick
Folco Lulli, Not Found
Véra Clouzot,Véra Gibson-Amado
Antonio Centa, Not Found
Luis De Lima,Luís José Lima da Silva
Jo Dest,Albert Jodest
Jeannie Bell, Not Found
William Tubbs, Not Found
Raymond Borderie, Not Found
Georges Auric,Georges Abel Louis Auric
Armand Thirard,Armand Henri Julien Thirard
Madeleine Gug, Not Found
Etiennette Muse, Not Found
Henri Rust, Not Found
Kent L. Wakeford, Not Found
Eric Clapton,Eric Patrick Clapton
Sidney Levin, Not Found
Rupert Gregson-Williams, Not Found
Robert Fraisse, Not Found
Neil McCarthy, Not Found
Fana Mokoena, Not Found
Ade, Not Found
Kiefer Sutherland,Kiefer William Frederick Dempsey George Rufus Sutherland
Alun Armstrong,Robert Alun Armstrong
Chris Rock,Christopher Julius Rock III
Alfred Hitchcock,Alfred Joseph Hitchcock
Ernest Lehman,Ernest Paul Lehman
Cary Grant,Archibald Alec Leach
Eva Marie Saint, Not Found
Jessie Royce Landis,Jessie Royce Medbury
Martin Landau, Not Found
Leo G. Carroll,Leo Gratten Carroll
Josephine Hutchinson, Not Found
Philip Ober,Philip Nott Ober
Adam Williams,Adam Berg
Edward Platt,Edward Cuthbert Platt
Robert Ellenstein, Not Found
Les Tremayne,Lester Tremayne
Philip Coolidge, Not Found
Patrick McVey,Patrick McVeigh
Edward Binns, Not Found
Ken Lynch, Not Found
Herbert Coleman, Not Found
Robert Burks,Leslie Robert Burks
George Tomasini, Not Found
Leonard Murphy, Not Found
Robert F. Boyle,Robert Francis Boyle
Van Allen James, Not Found
Sol Gorss, Not Found
Bud McNeil, Not Found
Bill Shaw, Not Found
Frank Capra,Francesco Rosario Capra
Jack L. Warner,Jacob Leonard Warner
Joseph Kesselring,Joseph Otto Kesselring
Julius J. Epstein, Not Found
Philip G. Epstein, Not Found
Josephine Hull,Mary Josephine Sherwood 
Jean Adair,Violet McNaughton
Raymond Massey,Raymond Hart Massey
Priscilla Lane,Priscilla Mullican
John Alexander, Not Found
Jack Carson,John Elmer Carson
John Ridgely,John Huntington Rea
Edward McNamara,Edward C. McNamara
Donnie Wahlberg,Donald Edmond Wahlberg
Glenn Plummer,Glenn E. Plummer
Mark Gingras, Not Found
Peter Weir,Peter Lindsay Weir
Tom Schulman, Not Found
Robert Sean Leonard,Robert Lawrence Leonard
Gale Hansen, Not Found
Josh Charles,Joshua Aaron Charles
Dylan Kussman, Not Found
Allelon Ruggiero,Allelon Paul Ruggiero
James Waterston,James Smallwood Waterston
Norman Lloyd,Norman Nathan Lloyd
Carla Belver, Not Found
Leon Pownall, Not Found
George Martin,Nathan Barnert George Martin
John Seale,John Clement Seale
Maurice Jarre,Maurice-Alexis Jarre
William M. Anderson, Not Found
Steven Haft, Not Found
Paul Junger Witt, Not Found
Tony Thomas,Charles Anthony Thomas
Wendy Stites, Not Found
James Cameron,James Francis Cameron
William Wisher, Not Found
Michael Biehn,Michael Connell Biehn
Linda Hamilton,Linda Carroll Hamilton
Lance Henriksen,Lance James Henriksen
Bess Motta,Bess Antoinette Motta
Earl Boen, Not Found
Rick Rossovich,Frederic Enrico Rossovich
Brian Thompson,Brian Thompson
Derek Gibson, Not Found
John Daly, Not Found
Brad Fiedel,Brad Ira Fiedel
Adam Greenberg,Adam Grinberg
Stanzi Stokes, Not Found
Rainer Werner Fassbinder, Not Found
Lilo Pempeit,Liselotte Pempeit
Doreen Lang, Not Found
Elia Kazan,Elias Kazancioglu
John Steinbeck,John Ernst Steinbeck
Paul Osborn, Not Found
Richard Davalos,Richard Norman Davalos
Jo Van Fleet,Catherine Josephine Van Fleet
Burl Ives,Burl Icle Ivanhoe Ives
